comingout,私が霊能者だよー！
comingout,Agentに対抗しません
comingout,私は占い師でも霊能者でもないのですです
comingout,Agentの霊CO確認・非対抗
comingout,僕は霊能者じゃない
comingout,非占
comingout,Agentは霊能者ではないですよ
comingout,僕は霊能者じゃないよ
comingout,非霊だよ
comingout,俺が占い師だぜ！
comingout,Agentの霊ＣＯ確認・非霊
comingout,非霊
comingout,私が占い師です
comingout,Agentは占い師でもありません
comingout,占い師でもないよ
comingout,僕は占い師じゃない
comingout,占い師ではありません
comingout,占いでも霊でもない
comingout,ホントは私は霊ではないからね
comingout,僕は占い師でも霊能者でもないよ
comingout,私はまだCOも非COもしません
comingout,ひとまず私は占霊どちらについても保留しとくよ
comingout,おれは霊能者じゃない
comingout,僕が占い師です
comingout,おれは占い師でもない
comingout,私は占い師です
comingout,私は非占霊
comingout,占い師じゃないですー
comingout,うん、なんか非霊宣言も回り始めてるし、Agentがどうなるかちょっとわからないし、コアずれとかも考えて霊は見えないよ
comingout,私は占い師や霊能者ではありません
comingout,AgentとAgentの占い師CO確認僕は占霊ではありません
comingout,おかんってば死者の霊がみえるようになってた！
comingout,占いやら霊視やらんてできないだ
comingout,Agentの占い師CO
comingout,占・霊ともに対抗せんよー
comingout,狩人です
comingout,私は狩人ではありません
comingout,狩人ではない
comingout,僕は狩人です
comingout,私は狩人じゃないよー
comingout,オレは狩人じゃない
comingout,僕は狩人じゃないよ
comingout,狩じゃねーだ
comingout,非狩
comingout,俺占い師じゃない
comingout,霊じゃない
comingout,俺も霊能者じゃない
comingout,私が占い師だよ
comingout,私は占い師ではないです
comingout,俺は占い師ではないっ
div_inq,Agentは人間でしたー
div_inq,Agentは人狼だぜ！
div_inq,Agentは人狼だった
div_inq,Agentは村人だったよー
div_inq,Agentは白でした
div_inq,Agentは白だったよー
div_inq,Agentは人狼でした
div_inq,Agentは人間だったのです
div_inq,Agentは○です
div_inq,Agentは白です
div_inq,Agentは●でした
div_inq,AgentはAgent
div_inq,Agentは人間でした
div_inq,Agentは○でした
div_inq,Agentは人狼
div_inq,私の占った方は人だった
div_inq,Agentは人狼だったよ！
div_inq,私が占った方は人でした
div_inq,Agentは人間だったよ
div_inq,Agentは人間だよ
div_inq,Agent人間
div_inq,Agent人狼
div_inq,Agentは人間です
div_inq,Agentおーかみー
div_inq,Agentは狼だった
div_inq,Agentは人間だった
div_inq,Agentは人狼だ
div_inq,Agentは狼だぜ
div_inq,Agentは人狼だったよ
div_inq,Agentは人間だった！
div_inq,Agentは人狼だった！
div_inq,Agentは人間
div_inq,Agentは人間だな
div_inq,つーことはAgentは人間だな
div_inq,Agent白
div_inq,どうやらAgentは狼のようだ
div_inq,Agent狼
div_inq,Agentは人狼だな
div_inq,・・・白いままだなAgentは人間
div_inq,Agent狼せっかくだから独断で黒引きにAgentってみた（笑）
div_inq,Agentちゃんは人狼だったよ！
div_inq,Agentさんの占い結果は、人間だったわ
div_inq,Agent●
div_inq,Agent○
div_inq,Agent◯
div_inq,Agentは白でした！
div_inq,Agentはやっぱり黒や
div_inq,Agentは村人だった
div_inq,Agentは狼でした
div_inq,Agentは白みたい
estimate,Agentは割と淡々としてて人狼っぽいね
estimate,Agentはちょっと他人事っぽいねー
estimate,Agentが怪しいね
estimate,ぼくAgentのことは信用してるよ
estimate,その言い方はちょっと第3白っぽいかなと思う
estimate,どっち真もある範囲だね
estimate,現時点白寄りに見てる
estimate,でもAgentは一匹狼のような気がする
estimate,狼ならちょっと豪胆だよなとか思ったりもする
estimate,でも一匹狼のような気がする
estimate,事を荒立てたくない狼っぽい気もしてね
estimate,Agentさんのいうことは信じてはいけません
estimate,目立ちたくない狼とかそういうことだね
estimate,わたしが占い師だから、Agentさんが狂人だと思うわ
estimate,ことを荒立てたくない狼とかそんな感じ
estimate,Agentが黒ならAgentは白かね
estimate,反応早くて微白印象
estimate,俺は白アピに受け取る方
estimate,Agentが黒く見えるとして、残りの狼はどこにいると思う
estimate,これ、俺基準では大分白い
estimate,白より
estimate,狼なら白アピ枠
estimate,警戒灰
estimate,その部分は非狼的ではあるが、過敏さがやっぱ気になるんで灰
estimate,そういえば、私にとって全然白い人が見当たらない
estimate,気にするあたりが占っぽい感
estimate,あんまり狼には見えんなぁ
estimate,Agentに対するなだめかたとかも村っぽい
estimate,思考が一貫してるのが村っぽい
estimate,反応とかは村っぽくもあるけど狼っぽくもあって正直わからない
estimate,これは白要素に見える
estimate,これは黒要素に見える
estimate,ここやっぱ白めだ
estimate,あー、Agent白い気して来た
estimate,うん、たぶんココ白だ
estimate,白要素も拾えるので除外したい
estimate,なっ、Agentは独断非占霊Agentだと
estimate,わざわざ言っちゃうのは心情的に真ぽく見えた
estimate,Agentの白要素は納得
estimate,ここは黒く思う
estimate,発言の流れが自然だし、人っぽい
estimate,こういう点がちょっとAgentは疑えない人です
estimate,Agentも反応良くて白さ増した
estimate,なんかAgentさん黒
estimate,それでも黒い
estimate,これはAgent白でいいんかな
estimate,Agentの方が白度上と思う
estimate,でもどっちにしても、白要素ではあるな
estimate,やっぱAgent白いか
estimate,これもやはり白い
vote,Agentを追放したいな
vote,今日の投票希望はAgent
vote,第一希望はAgent
vote,灰色Agentが追放候補かな
vote,方針として，占い師ローラーで
vote,あえて能力Agentを残して襲撃筋を見てみるとするなら寡黙吊りで▼Agent▽Agent
vote,今のところAgentさんに投票しようと思ってます
vote,能力者Agentに投票かな
vote,占い師ローラーするならAgent
vote,灰追放ならAgent
vote,僕の希望としてはAgentです
vote,占ロラするならAgentからを希望
vote,灰から追放するならAgent
vote,占い希望はAgent
vote,占い希望はAgentで追放希望はAgent
vote,ぼくはAgentに投票しようかな
vote,今日はAgentに投票かなあ
vote,寡黙吊り＆怪しいところ占いローラーならAgent
vote,今日はAgentに投票しようと思ったんですが、Agentですか
vote,希望は灰ならAgent
vote,現段階ではAgentですね
vote,誰に投票しますか
vote,追放はAgent占いはAgent
vote,希望ですか、Agentさんですかね
vote,ならAgentさんと同じ理由でAgentかな
vote,なのでAgent追放Agent占い希望です
vote,私的黒有力候補Agentですが、Agentも策的にいいのですか
vote,Agent追放
vote,昨日の考察から占い希望はAgent、灰なら追放Agent
vote,じゃあぼくAgentに投票する
vote,▼Agent●Agent
vote,追放AgentさんAgent白と知っていた点から怪しい
vote,あなたは誰に投票しますか
vote,Agentを今日吊らないならAgentを投票
vote,できればAgentに投票
vote,ぼくはAgentに投票しようかな
vote,そのため希望は追放Agent占いAgentです
vote,今日の希望はAgentですかね
vote,現時点での結論から言うと、今日はAgentの灰を考えてる
vote,Agentの追放Agentはライン切りですか
vote,投票はAgentかAgent、占い希望はAgentの予定です
vote,私としては占い真確定の可能性があったためAgentを希望しています
vote,追放Agentにしたいと考えてたんだ
vote,悩みましたがやはりAgent希望でいきたいと思います
vote,本日追放Agentが決まれば、占襲撃の可能性が高いでしょう
vote,とりあえず希望Agent出だすね
vote,追放希望はAgentじゃないよAgentだよ
vote,今日は霊ロラを希望したいとおもってるのです、Agentで
question,なぜAgentに投票しましたか？
question,あなたはAgentが人狼だと思いますか？
question,どうしてAgentに投票したの？
question,Agentに投票した理由は？
question,理由が聞きたいな＞Agent
question,Agentはなんでそう思うの？
question,Agentって人狼だと思う？
question,人狼はAgentかなって思ってる？
question,どうして投票したの？
question,あなたはなぜAgentに投票した？
question,あれ？なんでAgentに投票？
question,AgentはAgentを人狼だと思ってるの？
question,Agentは人狼は誰だって考えてる？
question,誰が人狼だとAgent は考えてる？
question,あなたはAgentが村人だと思いますか？
question,Agentって村人だと思う？
question,村人はAgentかなって思ってる？
question,AgentはAgentを村人だと思ってるの？
question,Agentは村人は誰だって考えてる？
question,あなたはAgentが占い師だと思いますか？
question,Agentって占い師だと思う？
question,占い師はAgentかなって思ってる？
question,AgentはAgentを占い師だと思ってるの？
question,Agentは占い師は誰だって考えてる？
question,Agentがそう考えた理由が聞きたいな
question,Agentさんが人狼だと思いますか？
question,AgentさんはAgentさんの役職はなんだと思いますか？
question,Agentさんは今夜Agentさんが殺されると思いますか？
question,君の意見をまず教えてよ
question,あなたは誰が怪しいと思う？
question,誰が村人っぽいと思いますか
untag,>> agent ヨロシクー
untag,人狼は見ながらなんのかんのいうのが一番気楽で楽しい
